name|line
Dirt Beer Guy| Hey, I came back for her.
Cherry Cream Soda| Root Beer Guy, if that is you in there, I'm so pround of you. But this isn't fair. You endend our life together when you pulled that lever. You made the choice, and you saved the kingdom. But you lost me.
Starchy| Heh, Burn.
Dirt Beer Guy| Cherry Cream Soda, I still wuv you... whoa!
Dirt Beer Guy| You always wanted this wall knocked down anyway, right?  Ooh.
Cherry Cream Soda| Oooh! Wah! You come back with no explanation, wreck up the place, and you expect to just pick up where we left off? Get out of my house!
Dirt Beer Guy| I'm sorry.
Starchy| Starchy wins!
Jake| That's funny.
Starchy| I can't believe you used to be married to such a freak.
Cherry Cream Soda| He isn't a freak. Or he didn't used to be.
Starchy| Shh, shh, shh, shh. Don't worry, honey.
Cherry Cream Soda| Don't touch me now, please. I need time to think.
Starchy| Look, baby. Starchy knows all the fresh windows in town, and Starchy chose you. Starchy wuvs you.
Starchy| It's time to dig a hole.
Dirt Beer Guy| I thought she'd be happy to see me, but it was a disaster. I didn't know where to pick up with her, so of course I just acted like a goof. Oh, and now I'm one of the undead, I guess.
Jake| Hey, man, there's absolutely nothing wrong with you.
Lady Rainicorn|  그래, 그리고 좀비가 뜨는 거 알지? 특히 요즘들어 말이야. 
Dirt Beer Guy|  She's got a point though. I was the one who wanted to be the big hero, and I got my wish. But I didn't think about her enough. I'm not even thinking about her right now.
Jake| Yes, you are.
Dirt Beer Guy| I am?
Jake| Run back and tell her all the stuff you've been telling us. Maybe you could pick up from a place you Haven't been yet.
Dirt Beer Guy| I don't know what that means, but it sounds very encouraging! See you guys later
Jake| He didn't bite you, did he?
Dirt Beer Guy| Cherry Cream Soda! Cherry Cream Soda! I've had a revelation of some kind.
Starchy| No dirt-heads allowed.
Dirt Beer Guy| Uh, but I have to talk to Cherry Cream Soda.
Starchy| Oh, no you don't. Nuh-uh.
Dirt Beer Guy| I'm trying to be polite.
Dirt Beer Guy| Oh, dear. Hmm. Pardon me!
Starchy| It's on zombie.
Cherry Cream Soda| What the heck?
Starchy| You have met your match, freaky dirt guy! Woo-woo-woo-woo!
Dirt Beer Guy| Look, will you give me a break?
Starchy| Too chicken, huh? Look, I'll put the slovels down. See? Hah!
Dirt Beer Guy| This is childish.
Starchy| Ha!
Dirt Beer Guy| Get away from my head!
Starchy| Ho-ho!
Starchy| We have some unfinished business. Wait for me, Little Dirt Beer!
Starchy| Ooh is somebody afraid of old Starchy?
Dirt Beer Guy| I'm afraid of killing you.
Starchy| Oh, boo-hoo. Don't hurt me!
Dirt Beer Guy| Ugh. Is it not possible to get away from you?
Starchy| I'm escorting you to your new home... Far away from my house.
Dirt Beer Guy| It's not even your house.
Starchy| Ha! It's practically mine.
Starchy| Tonight you'll sleep in a hole... The same dirty grave hole from whence you sprang!
Dirt Beer Guy| I'm not usually violent, but you pushed me.
Dirt Beer Guy| Nah. What's this?
Dirt Beer Guy| Okay, now we're talking. Poke me with a shovel now,  you mustache face.
Starchy| Aw.
Cherry Cream Soda| Stop it, both of you. Neither of you thought to ask me what I want. I've made a decision who I want to be with.
Cherry Cream Soda| I don't want to be with either of you.
Starchy| What?!
Cherry Cream Soda| You're a maniac. I can't believe I ever got that low.
Starchy| Mmm! Starchy doesn't need this.
Cherry Cream Soda| And you. I don't know you anymore.
Dirt Beer Guy| Okay. Take care of yourself.
Cherry Cream Soda|" I said ""I don't know you,"" but I'd like to. Would you like to go on a date?"
Dirt Beer Guy| Yee!  I mean, yes. This is weird, right?
Cherry Cream Soda| Well we've never actually dated before. We got married so fast.
Dirt Beer Guy| Let's take it show this time around.
Cherry Cream Soda| One date at a time.
Jake|  Hey, man, it's Couples Only Movie Night tonight. Who are you bringin'?
Finn|  I don't know. Who are you bringin'?
Jake|  I'm bringing my girlfriend, dude.
Finn|  Oh.
Finn|  I'll take this duck!
Jake|  It's couples night! You gotta bring someone you can smooch.
Finn|  Man, I don't want to be smooched!
Jake|  Don't have to smooch. You just have to bring someone you can smooch. It's, like, the rules.
Finn|  Lame.  Ah! Well, I'll take this blanket! 
Jake|"  Put the blanket down.  Have a seat. I want to explain some ""things"" to you about couples."
Jake|  You all square?
Finn|  Yeah, yeah.
Jake|  Who you gonna call?
Finn|  I'm going to call a girl I don't have to kiss. 
Princess Bubblegum|   Hello?
Finn|  Hi Princess! Would you go to Couples Movie Night with me?
Princess Bubblegum|  Sounds romantic, Finn.
Finn|  No! I was just wondering if you wanted to go with me. 
Princess Bubblegum|  No, sorry, Finn. I'm busy practicing for the Whistling Choir Death Match Championship.
Finn|  But—
Princess Bubblegum|  Auf Wiedersehen! 
Finn|  She doesn't want to go!
Jake|  Yes she does! We just need to help her realize that she wants to go to the movies with you.  I'm calling Marceline.
Finn|  What?
Jake|   Look, man, I've been learning a lot about vampires lately. I realized my fear was based on ignorance!
Marceline|  Speak.
Jake|  Hey, hey, Marceline. Got a favor to ask, Babe. We've gotta make Princess Bubblegum jealous, so she'll go to the movies with Finn.  Marceline? Come in. Hello? 
Finn|  Hehe. Are you gonna help us?
Marceline|  Yeah, I'll help. It'll be funny.
Jake|  Okay, so here's the plan.  You start saying things and  you start laughing waaay loud. And then Bubblegum...  will get jealous of you . Which will awaken her Finn love! You start us off.
Finn|  Um... hmm funny... funny... giddy up?
Finn|  Hehe. Um... diggy diggy?
Finn|  Diggy diggy!  Diggy diggy!
Princess Bubblegum|  Greetings, Finn.  Hey, Marceline...
Marceline|   Hello, Bonnibel.
Princess Bubblegum|   Yeah, yeah. So, what's so funny, Finn?
Finn|  I, um... uh... it's... something.
Princess Bubblegum|  Well, then, keep it down out there! I'm trying to whistle practice! 
Jake|  That was great! Now, we begin Phase 2! It's so powerful! Wait here! Hehehe... 
Marceline|  Hey, look, Finn, I know Jake's your friend and all, but... if you really want Bubblegum to go to the movies with you, you've gotta like, stop taking advice from your dog and take some advice from a real girl!
Finn|  But Jake said Phase 2 is powerful!
Marceline|   How is Jake going to know what girls want more than a real girl?
Finn|  Yeah...
Marceline|  Okay great. So what we need now is something... fun! Girls love fun more than anything. Fun, fun, fun! If you can show Princess Bubblegum you're fun, she'll deffs wanna go to the movies with you.
Finn|  Haha, you said fun so much, it sounds all weird now. Fun. F—
Marceline|  So... what do you like to do for fun, Finn?
Finn|  Oh, Oh! I like to wrestle! And fight!  But girls don't like that.
Marceline|  No, no, that's perfect! All you need to do is get in there and wrestle Princess Bubblegum to show her how fun you are. 
Finn|  Ffffffuuunnn. Ffffuuunn. 
Jake|  Whoa, where you going, man? Check it out!
Finn|  What is that stuff?
Jake|  It's a lute-suit! Girls love it! Trust me.
Marceline|  Finn! What the plum are you wearing? You look horrible!
Jake|  It's a lute-suit! And Finn looks adorable in it!
Marceline|  Well, it's going to ruin the plan.
Jake|  What she talking about, Finn?
Finn|  Well... I was going to give Marceline's plan a try, too.
Jake|  Her idea?! What's wrong with my idea? 
Princess Bubblegum|   Oh, hey, Finn! Did'ya ever find some—Whoa! What are you wearing?
Finn|  Oh... this is my... Lute... suit.
Finn|  Oh.  This is my lute-suit!
Princess Bubblegum|   Finn, that is hilarious!  Oh, you are killing me! 
Marcelince|  Psst! 
Finn|  Oh, yeah!  So... Headlock! 
Princess Bubblegum| Guards!
Marceline|  That suit was ridiculous.
Jake|  Ridi—Ridiculous? What? Can you believe this girl, Finn? Huh? Can ya?
Finn|  Uh... I guess the suit did feel... a little silly.
Jake|  Well, fine! You can just give it back then!
Finn|  I'm sorry!
Jake|  Good luck getting to that movie without my help! Ruff. 
Marceline|  Gee, he seems pretty ticked.
Finn|  Naw, he just needs some spaghetti.
Marceline|  Oh, okay. Well taste this, then. I've gotta a new plan.
Finn|  Really?
Marceline|  The only thing women like more than fun is excitement! She needs to feel her blood pump, man! She needs to... be chased by wolves!
Finn|  Like metaphorically?
Marceline|  Come on, I'll teach ya how to show a girl a good time. Wraps Finn's arms around her.] Hold tight. You ready?
Finn|  Uhh...  Mhmm.
Marceline|  Shhh! She's probably asleep!
Finn|  This was a really good idea.
Marceline|   Now don't blow it this time!
Finn|  Haha, okay.
Princess Bubblegum|  Oh, Finn, thank goodness you're here! There's wolves in my room!
Finn|  Yeah, I know! I put them there! Pretty exciting, right? Heh heh.
Princess Bubblegum|   I'm sorry to do this, Finn. But until you stop acting like a psycho, you're forbidden from entering the Candy Kingdom. Farewell. 
Finn|  I don't understand, Marceline. I tried everything. I guess she just doesn't like me. 
Marceline|  Shhh. Come on, Finn, a brainlord like Bonnie? You'll be bored with her in a week! And anyway I, for one, think you're pretty great.  Sorry it didn't work out the way you wanted. See you later, I guess! 
Finn|  Marceline! Of course! It's been Marceline all along!
Jake|  Hey, man, I've been looking for you. Sorry for acting like a dweeb before. Want some leftover spaghetti?
Finn|  Ah, no, thanks, man. But I really need your help!
Jake|  'Bout time!
Marceline|  Uh-oh.
Finn|  Marceline! Will you go to the movies with me?!
Marceline|  We need to talk...
Finn|   Good evening my dear, your escort is here!
Marceline|  Finn, you do NOT want to go down that road with me.
Finn|  With you, I would walk down any road, m'lady. Especially, if it leads to the movies.
Marceline|  Oh, yeah? No one would want to go to the movies with...  this!  What do you think of me now?
Finn|  How do you like your popcorn?
Marceline|  Uuugh!  You're starting to annoy me!
Finn|  Well then let's do something fun, like go to the movies!
Marceline|  Get off me!  Finn, I like you, but I—
Finn|  Headlock! 
Marceline|  No!  Listen to me. I'm not going to go to the movies with you! I just don't like you... that way.
Marceline|  I'm sorry Finn, I just... I don't wanna date you.
Finn|  Date me? Man, I just wanna go to the movies. But everybody hates me.
Marceline|  Wait, you don't want me to be your girlfriend?
Finn|  Huh? No! Movies!
Marceline|  If you weren't looking for a girlfriend then why were you romancing it up all day?
Finn|  'Cause Jake said Couples Night had weird kissing requirements and romance initiation rituals and whatever else.
Jake|  I didn't really say all that. 
Marceline|  Of course I'll go with you, Finn!
Finn|  You will?
Marceline|  Yeah, as friends.
Finn|  Of course as friends!
Marceline|  But no tongue.
Finn|  Yea—Wha?
Finn|  Oh, man! I can't believe I'm finally going to see this movie!
Woman in movie|  Oh, mon cher. I guess zese is goodbye.
Man in movie|  No, not goodbye. Let's say Farewell!
Finn|  Couples Night sucks! Marceline, would you do me the honor, of getting the plop out of here?
Marceline|  There's nothing I'd like more. 
Man in movie|  Nothing can ever tear us apart.
Finn & Jake|  
Finn|  It's slippin', dude.
Finn|  Phew.  Raini-corni-copia? An Unabridged History of the Rainicorns.  Whatever, man. I barely even made it through the title.
Jake|  Listen, man. One day, I'm probably gonna have half-rainbow pupsters. I gotta be able to share my babies' culture.
Jake|  
Finn|  Huh.  Oh.  Hey, this table is wobbly. We gotta take it to the Lost Tinker Goblin of Fog Mountain to fix it.
Jake|  Dude, I would love to go on some crazy, made-up adventure with you, but I really gotta read this. So from here on out, I'm just gonna ignore you. 
Finn|  I don't make up adventures! Jake, you know that! Jake! I don't make up adventures!  Hm.  Books, books.  Kitties, Zitties, Witties, Mitties, Knitties, Fitties, Hitties, Jitties, Pities, Cities...  Oh, no! Damaged books? Who did this?!
Turtle Princess|  Shhhhhhhushh!
Finn|  Sorry.  I will avenge thee, slightly-soiled books. Gotta tell Jake.
Finn|  Hello?  Is someone back here? Are you stuck?
Turtle Princess|  Shhhushmm!
Finn|   Hello?  Whoa! Ohhh! Hey, there's pages comin' outta these books!
People offscreen|  SHHHHHH!
Finn|  Who are you dudes?
Pagelings|  We are the Pagelings!
Paper Pete|  I am Paper Pete, the leader of the Pagelings. But you can call me P.P.
Finn|  I'll call you Pete.
Paper Pete|  Okay!
Finn|  Why are you dudes in the library?
Paper Pete|  We are the secret guardians of the books in the library. You know those blank pieces of paper in the beginning of old books?
Finn|  Yeah?
Paper Pete|  That's us! We revealed ourselves to you, noble giant, because you felt our plight when you saw the damaged books. And now is our darkest hour, for the Moldos have been growing more bold with every attack. Look at the damage done yesterday  at the Battle of Teddy Bear Joke Book.
Finn|  Wow, yeah.
Paper Pete|  They're massing for a full-scale assault on every book in the library!
Finn|  Gosh! Even the Rainicornicopia?
Paper Pete|  Yes.
Finn|  I better tell Jake. Don't you dudes go anywhere.
Pagelings|  Okay.
Finn|  Hey, bro, I've got an adventure—and it's not made up! There are these- these Pagelings they came out from- from books! And they- they folded into little animals.
Finn|  Do you hear what I'm saying?!
Jake|   Shhhh!
Finn|  You think I'm making this up?
Jake|   
Finn|  I'll prove it to you! 
Jake|  Finn!  Finn, you butt chicken!
Finn|  Jake, wait till you see 'em.
Finn|  Ow.
Jake|  
Finn|  They were just here! Pagelings?
Finn|  Why didn't you dudes introduce yourselves to Jake?
Paper Pete|  We don't want to reveal ourselves to anyone else. We are the secret guardians. Secret.
Finn|  Ummmm... yeah, but Jake is a powerful giant like me! He can help you battle or- or whatevs! But first, you must win his favor. Do you not want victory for your people?
Pagelings|  Yes! We do want victory!
Finn|  C'mon, follow me.  Jake, look.
Finn|   He's up here reading a book.
Finn|  Do something to get his attention.
Paper Pete|  Very well. We shall dance as flowers.
Other Pagelings|  Hoo-ah!
Finn|  Okay.
Pagelings|  
